source_article_id,similar_article_id,similarity_rank,similarity_score,embedding_model,pipeline_run_id
ART0379,ART0070,2,0.77264315,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0379,ART0121,3,0.77264315,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0380,ART0196,1,0.79363602,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0380,ART0165,2,0.75714743,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0380,ART0360,3,0.75714743,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0381,ART0176,1,0.79755819,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0381,ART0469,2,0.79184753,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0381,ART0174,3,0.74629927,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0382,ART0144,1,0.83637041,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0382,ART0698,2,0.83637041,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0382,ART0315,3,0.79708123,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0383,ART0185,1,0.85630745,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0383,ART0538,2,0.8096146,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0383,ART0736,3,0.73138189,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0384,ART0556,1,0.77841526,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0384,ART0270,2,0.77492243,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0384,ART0748,3,0.73430699,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0385,ART0099,1,0.80146909,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0385,ART0572,2,0.80146909,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0385,ART0481,3,0.74476844,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0386,ART0227,1,0.85042244,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0386,ART0492,2,0.80089408,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0386,ART0020,3,0.78221393,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0387,ART0496,1,0.90890998,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0387,ART0722,2,0.83669579,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0387,ART0255,3,0.78698456,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0388,ART0369,1,0.87435275,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0388,ART0088,2,0.83958542,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0388,ART0604,3,0.82807595,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0389,ART0405,1,1.00000024,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0389,ART0088,2,0.8601163,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0389,ART0604,3,0.85669684,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0390,ART0744,1,1.00000024,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0390,ART0557,2,0.85757655,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0390,ART0283,3,0.8242113,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0391,ART0096,1,0.8358717,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0391,ART0615,2,0.81319851,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0391,ART0237,3,0.81158131,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0392,ART0308,1,0.99999988,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0392,ART0327,2,0.87194771,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0392,ART0031,3,0.82994395,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0393,ART0274,1,0.92335755,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0393,ART0587,2,0.81471264,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0393,ART0288,3,0.79681629,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0394,ART0124,1,0.79132843,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0394,ART0062,2,0.7892974,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0394,ART0657,3,0.77333856,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0395,ART0186,1,0.89984387,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0395,ART0132,2,0.87993866,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0395,ART0218,3,0.87993866,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0396,ART0601,1,0.82429755,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0396,ART0488,2,0.81673139,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0396,ART0090,3,0.81289577,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0397,ART0290,1,0.99999988,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0397,ART0201,2,0.90769506,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0397,ART0091,3,0.8567543,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0398,ART0504,1,0.99999976,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0398,ART0077,2,0.68479878,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0398,ART0094,3,0.66599596,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0399,ART0066,1,0.84504062,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0399,ART0626,2,0.78793675,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0399,ART0028,3,0.77728087,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0400,ART0245,1,0.8972131,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0400,ART0442,2,0.82094735,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0400,ART0087,3,0.81928283,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0401,ART0513,1,0.82526541,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0401,ART0246,2,0.79864085,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0401,ART0198,3,0.79579586,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0402,ART0612,1,0.9999997,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0402,ART0097,2,0.85425258,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0402,ART0321,3,0.77239269,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0403,ART0553,1,0.99999988,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0403,ART0390,2,0.76039684,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0403,ART0744,3,0.76039684,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0404,ART0089,1,0.99999988,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0404,ART0453,2,0.80594915,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0404,ART0062,3,0.79314578,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0405,ART0389,1,1.00000024,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0405,ART0088,2,0.8601163,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0405,ART0604,3,0.85669684,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0406,ART0018,1,0.86090297,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0406,ART0161,2,0.81089032,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0406,ART0419,3,0.7488414,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0407,ART0727,1,0.83033991,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0407,ART0595,2,0.82482767,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0407,ART0440,3,0.76778597,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0408,ART0211,1,0.86795604,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0408,ART0350,2,0.86795604,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0408,ART0678,3,0.86795604,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0409,ART0132,1,0.84901071,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0409,ART0218,2,0.84901071,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0409,ART0395,3,0.84430927,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0410,ART0288,1,0.91151214,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0410,ART0393,2,0.78016424,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0410,ART0442,3,0.76734334,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0411,ART0456,1,1.00000024,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0411,ART0708,2,0.99485856,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0411,ART0583,3,0.81861603,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0412,ART0009,1,0.86742002,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0412,ART0090,2,0.84578478,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0412,ART0008,3,0.79426771,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0413,ART0322,1,0.81220537,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0413,ART0099,2,0.80505562,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0413,ART0572,3,0.80505562,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0414,ART0273,1,0.90935361,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0414,ART0741,2,0.90935361,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0414,ART0140,3,0.80059081,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0415,ART0003,1,0.99999988,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0415,ART0359,2,0.89003652,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0415,ART0084,3,0.85119218,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0416,ART0083,1,0.74631846,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0416,ART0196,2,0.70823765,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0416,ART0362,3,0.68353987,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0417,ART0376,1,0.85125226,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0417,ART0301,2,0.84083545,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0417,ART0017,3,0.83089554,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0418,ART0611,1,0.75990242,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0418,ART0258,2,0.75709391,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0418,ART0064,3,0.74134654,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0419,ART0170,1,0.91131908,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0419,ART0141,2,0.90560371,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0419,ART0149,3,0.75874454,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0420,ART0555,1,1.0,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0420,ART0463,2,0.83205277,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0420,ART0215,3,0.82835966,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0421,ART0127,1,1.0,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0421,ART0061,2,0.85981363,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0421,ART0268,3,0.8353889,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0422,ART0207,1,1.00000048,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0422,ART0193,2,0.84710896,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0422,ART0743,3,0.84710896,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0423,ART0379,1,0.87085485,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0423,ART0680,2,0.64880502,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0423,ART0070,3,0.64305037,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0424,ART0639,1,0.98171979,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0424,ART0339,2,0.8721543,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0424,ART0188,3,0.82982218,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0425,ART0323,1,0.89882255,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0425,ART0746,2,0.79443306,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0425,ART0466,3,0.72138268,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0426,ART0314,1,1.00000012,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0426,ART0307,2,0.85201472,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0426,ART0468,3,0.85201472,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0427,ART0666,1,0.89470077,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0427,ART0497,2,0.8347798,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0427,ART0524,3,0.78435296,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0428,ART0008,1,0.90174198,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0428,ART0501,2,0.81527704,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0428,ART0520,3,0.80991489,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0429,ART0565,1,0.79624361,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0429,ART0458,2,0.77862871,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0429,ART0162,3,0.77224004,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0430,ART0616,1,0.85749948,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0430,ART0010,2,0.83530885,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0430,ART0585,3,0.77594966,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0431,ART0353,1,0.82428753,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0431,ART0164,2,0.77593499,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0431,ART0727,3,0.77288783,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0432,ART0390,1,0.79731929,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0432,ART0744,2,0.79731929,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0432,ART0582,3,0.76191229,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0433,ART0528,1,0.82349312,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0433,ART0713,2,0.80698085,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0433,ART0221,3,0.80477875,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0434,ART0535,1,0.83375978,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0434,ART0156,2,0.79689866,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0434,ART0253,3,0.79689866,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0435,ART0340,1,1.00000036,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0435,ART0695,2,0.85439175,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0435,ART0203,3,0.82796264,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0436,ART0479,1,1.00000024,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0436,ART0016,2,0.8353461,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0436,ART0174,3,0.82415241,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0437,ART0162,1,0.99999934,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0437,ART0725,2,0.81088406,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0437,ART0505,3,0.79938394,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0438,ART0349,1,0.86239207,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0438,ART0571,2,0.85537064,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0438,ART0095,3,0.82657009,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0439,ART0169,1,0.81524509,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0439,ART0649,2,0.81471193,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0439,ART0717,3,0.78226858,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0440,ART0019,1,0.844033,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0440,ART0407,2,0.76778597,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0440,ART0210,3,0.74795783,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0441,ART0560,1,0.79834348,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0441,ART0643,2,0.79114395,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0441,ART0328,3,0.77970225,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0442,ART0245,1,0.8647176,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0442,ART0545,2,0.84165019,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0442,ART0400,3,0.82094735,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0443,ART0251,1,0.79034621,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0443,ART0665,2,0.78683066,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0443,ART0053,3,0.78551042,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0444,ART0044,1,1.0,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0444,ART0026,2,0.85168797,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0444,ART0047,3,0.84681326,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0445,ART0286,1,0.83253688,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0445,ART0013,2,0.77529663,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0445,ART0424,3,0.67871046,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0446,ART0713,1,0.79212868,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0446,ART0311,2,0.78121102,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0446,ART0363,3,0.74328494,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0447,ART0264,1,0.88165992,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
ART0447,ART0674,2,0.88165992,sentence-transformers/all-MiniLM-L6-v2,ebc1fbcf-217e-4416-aefb-b9ece4615d24
